entity_id,region,specialty,city,period,provider_count,provider_share,trial_starts_month,trial_starts_3mo,trial_starts_6mo,trial_velocity,device_events_month,device_events_3mo,device_events_6mo,safety_velocity,provider_density_norm,trial_momentum_norm,safety_pressure_norm,reimbursement_proxy_norm,market_signal,safety_signal,composite_opportunity,target_next_composite_opportunity
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-02-01,5.0,0.041666666666666664,0.0,0.0,0.0,0.0,3.375,3.375,3.375,0.0,0.0625,0.0,0.1,0.007537688442211056,0.029632537688442213,0.1,-0.009257223618090452,-0.009257223618090452
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-03-01,5.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,3.375,3.375,0.0,0.0625,0.0,0.1,0.007537688442211056,0.029632537688442213,0.1,-0.009257223618090452,-0.009257223618090452
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-04-01,5.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,3.375,3.375,0.0,0.0625,0.0,0.1,0.007537688442211056,0.029632537688442213,0.1,-0.009257223618090452,-0.009257223618090452
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-05-01,5.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,3.375,-3.375,0.0625,0.0,0.1,0.007537688442211056,0.029632537688442213,0.1,-0.009257223618090452,-0.009257223618090452
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-06-01,5.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,3.375,0.0,0.0625,0.0,0.1,0.007537688442211056,0.029632537688442213,0.1,-0.009257223618090452,-0.009257223618090452
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-07-01,5.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,3.375,0.0,0.0625,0.0,0.1,0.007537688442211056,0.029632537688442213,0.1,-0.009257223618090452,0.020742776381909547
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-08-01,5.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.007537688442211056,0.029632537688442213,0.0,0.020742776381909547,0.020742776381909547
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-09-01,5.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.007537688442211056,0.029632537688442213,0.0,0.020742776381909547,0.020742776381909547
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-10-01,5.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.007537688442211056,0.029632537688442213,0.0,0.020742776381909547,0.020742776381909547
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-11-01,5.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.007537688442211056,0.029632537688442213,0.0,0.020742776381909547,0.020742776381909547
