entity_id,region,specialty,city,period,provider_count,provider_share,trial_starts_month,trial_starts_3mo,trial_starts_6mo,trial_velocity,device_events_month,device_events_3mo,device_events_6mo,safety_velocity,provider_density_norm,trial_momentum_norm,safety_pressure_norm,reimbursement_proxy_norm,market_signal,safety_signal,composite_opportunity,target_next_composite_opportunity,period_dt,cms_rows,cms_payment_pressure,cms_utilization_pressure,cms_numeric_signal,period_index,month,year,sin_month,cos_month,market_x_cms_payment,provider_x_cms_utilization,safety_adjusted_payment_pressure,composite_opportunity_lag1,composite_opportunity_lag3,composite_opportunity_roll6_mean,composite_opportunity_roll12_mean,composite_opportunity_velocity,market_signal_lag1,market_signal_lag3,market_signal_roll6_mean,market_signal_roll12_mean,market_signal_velocity,safety_signal_lag1,safety_signal_lag3,safety_signal_roll6_mean,safety_signal_roll12_mean,safety_signal_velocity,trial_starts_6mo_lag1,trial_starts_6mo_lag3,trial_starts_6mo_roll6_mean,trial_starts_6mo_roll12_mean,trial_starts_6mo_velocity,device_events_6mo_lag1,device_events_6mo_lag3,device_events_6mo_roll6_mean,device_events_6mo_roll12_mean,device_events_6mo_velocity
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-02-01,5.0,0.0416666666666666,0.0,0.0,0.0,0.0,3.375,3.375,3.375,0.0,0.0625,0.0,0.1,0.007537688442211,0.0296325376884422,0.1,-0.0092572236180904,-0.0092572236180904,2008-02-01,2732,23.20363321972255,8.487478793960351,21.27927800127993,0,2,2008,0.8660254037844386,0.5000000000000001,0.687582535892218,0.3536449497483474,21.09421201792959,0.0,0.0,-0.0092572236180904,-0.0092572236180904,0.0,0.0,0.0,0.0296325376884422,0.0296325376884422,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,3.375,0.0
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-03-01,5.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,3.375,3.375,0.0,0.0625,0.0,0.1,0.007537688442211,0.0296325376884422,0.1,-0.0092572236180904,-0.0092572236180904,2008-03-01,2732,23.20363321972255,8.487478793960351,21.27927800127993,1,3,2008,1.0,6.123233995736766e-17,0.687582535892218,0.3536449497483474,21.09421201792959,-0.0092572236180904,0.0,-0.0092572236180904,-0.0092572236180904,0.0,0.0296325376884422,0.0,0.0296325376884422,0.0296325376884422,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.375,0.0,3.375,3.375,0.0
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-04-01,5.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,3.375,3.375,0.0,0.0625,0.0,0.1,0.007537688442211,0.0296325376884422,0.1,-0.0092572236180904,-0.0092572236180904,2008-04-01,2732,23.20363321972255,8.487478793960351,21.27927800127993,2,4,2008,0.8660254037844387,-0.4999999999999998,0.687582535892218,0.3536449497483474,21.09421201792959,-0.0092572236180904,0.0,-0.0092572236180904,-0.0092572236180904,0.0,0.0296325376884422,0.0,0.0296325376884422,0.0296325376884422,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.375,0.0,3.375,3.375,0.0
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-05-01,5.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.375,-3.375,0.0625,0.0,0.1,0.007537688442211,0.0296325376884422,0.1,-0.0092572236180904,-0.0092572236180904,2008-05-01,2732,23.20363321972255,8.487478793960351,21.27927800127993,3,5,2008,0.49999999999999994,-0.8660254037844387,0.687582535892218,0.3536449497483474,21.09421201792959,-0.0092572236180904,-0.0092572236180904,-0.0092572236180904,-0.0092572236180904,0.0,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.375,3.375,3.375,3.375,0.0
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-06-01,5.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.375,0.0,0.0625,0.0,0.1,0.007537688442211,0.0296325376884422,0.1,-0.0092572236180904,-0.0092572236180904,2008-06-01,2732,23.20363321972255,8.487478793960351,21.27927800127993,4,6,2008,1.2246467991473532e-16,-1.0,0.687582535892218,0.3536449497483474,21.09421201792959,-0.0092572236180904,-0.0092572236180904,-0.0092572236180904,-0.0092572236180904,0.0,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.375,3.375,3.375,3.375,0.0
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-07-01,5.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.375,0.0,0.0625,0.0,0.1,0.007537688442211,0.0296325376884422,0.1,-0.0092572236180904,0.0207427763819095,2008-07-01,2732,23.20363321972255,8.487478793960351,21.27927800127993,5,7,2008,-0.4999999999999997,-0.8660254037844388,0.687582535892218,0.3536449497483474,21.09421201792959,-0.0092572236180904,-0.0092572236180904,-0.0092572236180904,-0.0092572236180904,0.0,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.375,3.375,3.375,3.375,0.0
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-08-01,5.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.007537688442211,0.0296325376884422,0.0,0.0207427763819095,0.0207427763819095,2008-08-01,2732,23.20363321972255,8.487478793960351,21.27927800127993,6,8,2008,-0.8660254037844385,-0.5000000000000004,0.687582535892218,0.3536449497483474,23.20363321972255,-0.0092572236180904,-0.0092572236180904,-0.004257223618090417,-0.004971509332376128,0.029999999999999902,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0,0.1,0.1,0.08333333333333333,0.08571428571428573,-0.1,0.0,0.0,0.0,0.0,0.0,3.375,3.375,2.8125,2.892857142857143,-3.375
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-09-01,5.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.007537688442211,0.0296325376884422,0.0,0.0207427763819095,0.0207427763819095,2008-09-01,2732,23.20363321972255,8.487478793960351,21.27927800127993,7,9,2008,-1.0,-1.8369701987210297e-16,0.687582535892218,0.3536449497483474,23.20363321972255,0.0207427763819095,-0.0092572236180904,0.000742776381909567,-0.0017572236180904248,0.0,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0,0.0,0.1,0.06666666666666667,0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,2.25,2.53125,0.0
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-10-01,5.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.007537688442211,0.0296325376884422,0.0,0.0207427763819095,0.0207427763819095,2008-10-01,2732,23.20363321972255,8.487478793960351,21.27927800127993,8,10,2008,-0.8660254037844386,0.5000000000000001,0.687582535892218,0.3536449497483474,23.20363321972255,0.0207427763819095,-0.0092572236180904,0.005742776381909551,0.000742776381909567,0.0,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0,0.0,0.1,0.05000000000000001,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,1.6875,2.25,0.0
TX_RADIOLOGY_AMARILLO,TX,Radiology,AMARILLO,2008-11-01,5.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.007537688442211,0.0296325376884422,0.0,0.0207427763819095,0.0207427763819095,2008-11-01,2732,23.20363321972255,8.487478793960351,21.27927800127993,9,11,2008,-0.5000000000000004,0.8660254037844384,0.687582535892218,0.3536449497483474,23.20363321972255,0.0207427763819095,0.0207427763819095,0.010742776381909534,0.0027427763819095606,0.0,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0296325376884422,0.0,0.0,0.0,0.03333333333333333,0.06000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,2.025,0.0
